idx	18BR003	11BR024	11BR042	01BR033	03BR002	11BR023	11BR036	01BR018	14BR008	11BR004	15BR003	06BR005	11BR016	20BR005	11BR080	18BR002	11BR018	03BR010	22BR006	18BR007	11BR025	05BR026	11BR055	05BR029	11BR043	05BR009	11BR030	11BR038	20BR008	03BR004	11BR020	11BR056	11BR019	11BR010	01BR027	11BR060	11BR072	18BR017	20BR001	14BR005	05BR001	03BR005	03BR013	21BR010	11BR053	11BR017	20BR002	05BR003	11BR031	09BR007	11BR059	11BR015	01BR030	06BR014	18BR009	11BR028	11BR050	11BR049	11BR075	11BR054	22BR005	13BR009	05BR016	11BR014	18BR016	06BR003	11BR051	06BR006	14BR014	20BR007	09BR005	20BR006	18BR010	16BR012	11BR013	11BR012	09BR004	11BR032	18BR019	11BR027	11BR003	11BR074	01BR001	05BR038	01BR017	01BR015	11BR022	01BR025	11BR009	11BR006	11BR011	05BR005	11BR058	11BR040	11BR073	01BR032	01BR031	18BR004	11BR047	18BR006	11BR044
hsa-let-7a-2-3p	0.6824	0	0.5561	1.4485	0	0	0	0.762	0.3597	0	0.4829	0	0	0.5377	0	0.6243	0.9597	0	0.2206	0.7733	0	1.5828	1.3302	0.2477	0.5795	1.9532	0.2844	1.0347	1.5017	0	1.2811	0	0	0.5307	0	0.8095	1.2659	0.998	0.5247	0.8612	0.6097	1.7421	0	0.3564	0.3097	0	0.8824	0.6747	0.5974	1.0279	0	0.7346	0	1.1207	0.4808	0.4815	1.2673	0	0.2466	0	0.3522	0	0.2783	0.6431	0.4846	1.2286	0.8719	1.1939	0.4483	0.8997	0.3132	0	0.482	0.6258	0.4654	0	0.9218	0.573	0.7398	0	0	0.4976	2.8439	0.6652	0	1.1677	0	0	0	1.4955	0	1.3462	0.3864	0.8503	0.9487	0.211	1.3086	0.5296	1.1999	0.6282	0
hsa-let-7a-3p	3.1961	2.5894	3.2779	4.7204	3.2563	2.7918	5.9273	3.8299	1.0928	4.7428	3.3705	3.1899	2.6285	2.4637	5.7397	3.8616	4.0106	3.3441	3.4037	3.3023	1.9527	3.2297	2.6203	5.2296	5.1031	4.1007	2.5345	3.648	3.0926	4.6978	3.4134	3.2996	3.7897	2.9805	4.9459	2.5588	3.3655	2.4562	4.5823	4.1153	3.152	5.0294	4.7954	3.4338	3.1148	2.7635	2.9538	3.8791	2.0279	3.6949	3.1951	3.3166	3.7254	2.0662	2.7086	3.5481	2.5086	5.7097	2.6794	2.9221	3.688	2.9055	3.4313	3.32	3.4568	3.7471	2.8696	4.5167	4.9486	3.136	4.4334	3.6036	3.5001	3.2763	3.6784	2.8569	3.1199	3.4589	3.707	2.8228	3.0136	3.1075	3.9188	5.1989	2.4067	4.2378	2.3711	3.3024	2.9528	3.2695	2.6251	4.422	2.8973	3.4107	3.2982	3.5103	3.1896	3.2703	3.8045	4.3676	3.8751
hsa-let-7a-5p	17.2526	16.983	16.4984	16.4616	16.5124	16.5842	15.5563	16.9246	16.8491	15.2096	16.9667	16.5354	16.4945	16.099	15.9975	16.4785	17.2492	17.3774	16.7307	16.6506	17.3286	17.5427	16.6437	17.2053	16.7875	16.6529	16.0805	16.6288	16.4829	16.634	16.983	16.7397	18.8978	16.7656	16.796	16.1268	16.6822	16.3878	15.7811	17.8457	16.138	17.0477	17.1444	16.6739	16.4356	16.3151	16.1019	16.687	16.9543	16.4889	16.6093	17.7146	16.9897	16.5599	16.4578	16.7794	15.9836	15.1356	16.4086	17.1692	17.0369	15.5953	17.5	17.2183	16.8233	17.3015	16.1506	16.8729	16.7352	16.3049	15.9429	16.7912	17.3356	16.6291	17.5292	16.8368	15.4021	16.843	17.2024	17.6659	16.7959	17.0024	16.194	17.0135	16.062	16.6319	16.9065	16.2218	17.7732	16.7755	17.3193	16.9595	16.4597	17.2774	16.5483	16.7306	16.2108	17.5856	16.8019	16.9217	15.5961
hsa-let-7b-3p	5.4172	5.3076	6.0574	6.773	5.9701	5.02	3.8547	6.4009	5.676	4.2821	6.7435	5.46	5.0505	4.3991	5.7564	5.5636	7.3323	5.2766	5.938	5.6109	5.0099	7.8334	4.9249	4.7765	5.0502	6.2418	5.0362	5.637	6.1165	5.6069	6.428	4.5751	2.7792	5.5208	6.1413	4.627	5.9689	5.0405	5.7992	7.4806	4.7981	6.2488	6.5727	5.8196	4.8707	5.4047	5.0374	7.0721	5.8438	5.2923	4.6284	3.5796	7.5796	5.5994	4.0377	4.8742	6.448	5.2704	4.9285	5.509	4.6785	5.5144	5.1911	5.2926	5.6467	5.5342	4.6093	5.6787	6.6029	5.2993	5.2697	4.6851	5.2589	4.4353	5.2881	5.9358	5.2694	5.8224	6.1533	5.64	5.5734	6.0141	5.1647	7.7429	5.312	6.0313	4.9171	5.1438	5.9912	4.8904	5.1305	7.756	4.7442	7.1407	4.3762	6.1925	5.1282	3.7931	5.2712	4.9547	4.7809
hsa-let-7b-5p	15.8387	15.0562	14.3807	15.4426	15.4587	14.655	12.2696	15.0029	14.8383	11.6596	16.2899	14.7574	14.2234	13.7144	13.5604	15.5409	16.7745	16.7426	15.1786	15.5472	15.8917	16.4098	15.2105	14.2485	14.818	15.9362	13.6287	15.237	15.0021	15.8617	15.2137	14.7438	14.7658	15.309	14.5779	14.0436	15.3319	14.2538	13.5774	16.9489	14.361	16.7856	16.5821	14.8534	14.9915	14.3793	14.53	16.2755	15.5017	14.784	15.183	15.807	15.74	14.1297	15.3901	15.3258	13.7178	12.2528	13.6555	16.3234	14.328	13.3561	15.3371	15.8235	14.8075	15.6315	14.4348	15.9047	14.2695	14.5718	13.1857	15.1209	16.6519	14.7066	16.0089	14.9631	13.0362	15.2865	15.624	16.4169	14.4334	15.9028	14.0313	15.1717	13.9889	15.4909	15.42	15.0249	16.2142	15.0508	15.3883	15.337	14.6287	15.8984	14.2334	15.2144	13.9165	14.7337	15.1955	16.169	12.5535
hsa-let-7c-3p	0.9314	0.8255	1.4037	1.1062	1.2332	0	1.9974	0.762	0.3597	0	1.672	0	1.0263	0.7463	2.9173	0.6243	1.9391	0.4662	0.2206	1.0453	1.0542	0.4845	0.9325	0	0	2.5913	0.5219	2.2236	0.6876	1.9609	0	0.8663	0	0	0	1.0902	1.7149	0	0.1969	1.1537	0	2.5085	1.7985	0.8801	0.9693	0	1.535	1.9932	2.1989	0.3332	1.0789	0.4136	0	0.8789	1.1286	1.5758	2.9781	0.8114	0.8037	0	0.3522	1.0793	0.5115	0.8817	1.3767	1.5923	0	2.6208	2.3759	0.3658	0.3132	0.6808	0	1.0608	0.8168	0.5321	1.6539	1.5609	0.8777	0.6119	0.8738	1.1606	2.1799	1.6089	1.0536	1.1677	0.5496	0	0	0.9334	0.5168	1.7284	0.9422	1.5885	0	0	2.2304	0.5296	1.1999	1.3989	0
hsa-let-7c-5p	12.0078	12.0211	13.3113	12.334	13.3589	12.2725	11.9569	12.8407	13.856	10.228	13.8379	12.4385	12.9161	13.1181	12.2362	13.8479	15.2082	12.3587	12.6912	12.9622	11.6702	14.1601	13.9041	6.9742	12.3856	14.8561	12.5606	14.0414	12.6725	13.9034	14.0855	13.0096	11.5411	12.5937	11.7623	13.127	13.225	12.1179	8.1657	12.1907	12.1145	15.0391	13.8379	12.7455	13.2247	11.5918	13.5717	13.8776	14.0184	13.0975	13.511	11.4393	11.1976	12.6286	14.3929	13.065	12.6807	9.531	11.747	10.7255	12.9477	10.135	11.4992	14.4419	12.4189	14.2182	11.622	15.5415	12.5645	12.4575	11.124	13.5353	13.9473	13.2633	13.1056	12.2582	12.9742	14.0116	12.8434	11.1843	10.5437	13.6458	14.3001	12.558	12.7128	13.6671	13.2288	13.298	10.8276	13.2742	13.2645	13.3259	13.1194	13.2823	10.1184	8.8718	13.0338	11.4972	13.0359	13.4286	10.2835
hsa-let-7d-3p	9.9063	9.8722	10.2113	10.9744	10.4947	10.8741	9.8887	11.0667	9.3964	6.4832	10.0024	10.0072	10.9514	9.5294	8.8672	11.1375	10.7086	9.4563	9.7702	11.2397	9.7514	9.92	10.2142	10.5837	9.9702	10.2086	10.008	10.4398	10.6705	11.3588	9.6836	9.9249	7.2236	9.3234	11.223	10.6651	9.7612	10.4934	7.647	9.9361	10.4506	11.0672	11.6846	9.4286	10.9674	9.4409	10.5304	10.8528	9.4294	10.7553	10.0878	9.8645	9.9127	9.1208	10.1452	9.5629	8.215	7.3935	9.0082	9.5624	9.4938	7.7147	8.6949	9.716	9.2474	10.9968	9.0278	11.3636	9.1786	10.4389	8.1307	11.3252	10.9891	10.4908	10.4125	10.4454	9.9771	10.2176	9.3146	9.9619	9.918	10.1754	10.1596	9.015	10.6414	11.0867	10.2949	10.2448	9.3348	10.6008	9.3167	10.3981	10.3945	9.7291	9.107	7.8276	10.149	8.7911	10.4642	11.1348	8.1862
hsa-let-7d-5p	11.6208	12.4886	12.0964	11.7457	11.0945	12.7804	12.8435	12.6333	11.4164	9.8013	11.587	11.4645	12.8448	11.6646	11.6762	11.7879	11.5223	11.0514	11.227	11.9461	12.3969	11.8861	11.7784	12.9617	12.2173	11.2258	12.2041	11.9362	11.7842	12.1765	12.1013	12.4774	9.9215	11.3864	12.7745	12.5654	11.5343	12.1032	10.1528	12.0467	11.8968	11.9641	12.4015	11.2914	12.2538	11.8062	11.9341	11.5116	11.7	12.026	11.7206	12.4024	11.6043	11.8355	11.3077	11.3997	10.7979	10.0568	11.6866	11.4439	11.2249	10.3428	11.0804	11.7255	11.3659	12.762	11.4955	12.0738	11.4024	11.5949	11.1748	12.3158	11.7424	11.95	12.1565	12.4758	11.3362	11.9201	11.1471	11.9979	12.4772	11.7264	11.6101	11.2489	12.4919	11.7774	11.9517	11.5645	11.9751	11.967	11.7505	11.9891	12.1345	11.2071	11.8473	10.2279	11.7893	10.4543	11.8217	11.9319	11.2177
hsa-let-7e-3p	3.1961	3.187	4.0664	5.3697	4.3156	4.1589	2.9511	4.2549	4.051	2.3608	3.6699	4.2958	5.0505	3.7463	2.8564	4.8922	4.0928	3.4486	4.018	4.3825	4.1	4.5938	4.0397	5.2511	4.3595	4.9616	3.1799	4.0185	4.0416	5.129	3.5071	3.8034	2.4326	3.2401	4.652	3.1543	4.332	4.64	3.245	3.9725	4.1562	4.7121	5.0965	4.3054	4.5552	2.4724	4.4373	5.0269	5.3581	4.8736	3.8052	3.695	4.3295	4.179	2.6185	3.4205	4.0562	2.9624	4.0419	3.1029	3.1728	2.4951	3.5142	4.4451	3.8453	3.7471	3.4099	5.1344	4.18	3.6815	3.5141	3.4921	3.5979	4.0659	3.6348	4.6229	6.5796	4.3749	4.051	2.7108	2.7712	4.2256	5.3162	3.5652	3.7979	5.5835	3.2244	4.1394	3.8242	4.3132	3.0571	4.8654	4.6414	4.1093	4.1109	3.2246	4.2269	2.8499	4.4216	4.66	3.5285
hsa-let-7e-5p	11.6826	12.1886	12.1497	11.1179	12.4355	12.4086	10.1332	11.2053	11.8306	10.6128	12.2139	12.336	13.1444	12.73	11.4378	11.8006	11.5638	12.765	11.4513	11.8348	13.9293	12.398	11.5898	12.3651	12.3341	11.9266	12.0435	12.2036	11.0545	13.434	12.292	12.173	11.3908	12.0226	11.654	12.1358	11.3042	13.1857	10.5639	12.7467	12.3954	12.3674	11.9701	11.9694	12.6193	11.0826	12.1067	12.4983	14.5617	12.2193	11.6166	12.8525	11.5487	12.4026	12.1194	11.9038	10.9495	10.3645	12.0356	12.025	12.1048	10.6884	12.1079	11.9503	11.4381	12.1496	11.567	11.9658	11.8227	12.36	11.576	11.2552	12.2592	11.9305	11.9553	13.6028	12.6907	12.02	11.4444	11.9212	10.6934	12.1582	11.5409	12.1517	11.532	12.159	12.3415	11.5216	12.2674	12.9381	12.3762	12.5997	12.4644	11.3283	11.94	11.5857	11.2507	11.8446	11.8846	12.1662	11.1344
hsa-let-7f-1-3p	0.9314	0.471	1.7447	1.4485	0.9264	0.9347	1.4572	0.762	0	1.6904	1.1327	0.9679	1.0263	0.2938	1.8061	1.7809	2.5171	0.4662	0.732	1.274	0	1.3765	0.3817	0.459	0.5795	1.4829	0.7257	1.6311	0.6876	0.7851	1.6533	0.6935	0	0.5307	1.9412	0.4608	1.2659	0.5836	0.6644	1.6047	1.0369	1.4641	1.3145	0.3564	0.5646	1.4084	0.7072	1.1326	1.3443	1.0279	0.4551	0	1.3382	0.4175	0	0.6729	0	2.5439	0.2466	0	0	0.2455	0.2783	0.6431	0.2625	0.4178	0.2216	1.1939	1.587	0	1.2955	0.9295	0.482	0	0	1.6916	0.4413	1.6754	1.2264	1.5104	1.4141	0.8668	1.2167	1.6089	1.656	1.1677	0.9467	1.6855	0.9732	0.2957	1.1968	1.3462	0.3864	0.4869	0.3016	0.5583	0.7979	0.5296	0.7212	0.6282	0.8911
hsa-let-7f-2-3p	0	0	0.5561	0	1.486	0.5418	0.8059	0.762	0	1.3735	0	0.3092	0	0	1.1689	0	1.5309	0	0	0	0	0.4845	0	0.2477	0	0	0	1.0347	0.6876	0	1.0515	0	0.4505	0.2896	1.2751	0	0.4342	0.5836	1.0169	0.8612	0	1.1194	0	0	0.5646	0	0.8824	0	0	0	0	0	0.819	0	0.4808	0	0.2096	1.0405	0	0.3254	0.635	0	0	0	0.677	0.4178	0.4136	0	0.9343	0	0.5703	0	0	0	0	0.5321	0	0.3147	0.5873	0	0.502	0.694	0.5275	0.6652	0	0	0.5496	0	0.4017	0	0.8965	0.4705	0.3864	0.2639	0	0	1.3086	0	0.4052	0.348	0.3616
hsa-let-7f-5p	12.8085	13.4556	13.6682	13.0653	12.7242	13.5772	14.9623	13.6612	13.7081	13.5902	13.1109	13.3361	13.5878	13.0298	14.7859	12.0086	13.4295	12.8717	13.4008	12.528	13.307	13.7461	12.5768	14.4467	13.2508	13.1233	14.0547	13.4947	12.8881	13.4882	13.92	13.5821	11.1741	12.7338	13.8081	12.7018	13.3453	13.2704	13.9336	13.6484	13.2666	13.2353	13.547	13.2135	13.1569	13.3748	13.0067	13.1123	13.6987	12.9557	12.586	14.1014	13.8141	13.8512	12.2579	12.8691	13.9061	13.7175	14.6213	12.6253	12.062	13.7553	13.4133	13.4435	13.5357	14.0239	13.3226	13.5767	14.7647	12.5266	14.814	12.8515	12.8184	12.8549	13.7469	14.2948	13.4271	13.5117	13.126	13.9867	14.0306	12.9099	13.2833	14.0603	13.4486	13.5951	13.0808	13.1064	13.7968	13.5584	13.8254	13.8907	13.1336	12.737	14.1401	12.8459	13.4473	11.6238	12.9461	12.348	14.7798
hsa-let-7g-3p	1.64	2.1617	1.2695	1.9568	2.337	1.4972	3.6406	0.762	1.4325	2.5293	0.6748	1.1342	2.0392	0.7463	1.6712	1.7809	0.9597	1.1005	1.4944	1.0453	0.7805	1.5828	1.7752	1.6993	0.9918	1.2846	1.3365	2.0518	1.1513	0.4453	2.0766	1.5118	0.7934	1.3541	2.186	2.252	1.6356	1.5823	2.4294	2.3456	2.2269	1.4641	1.7985	1.0846	1.4202	1.6173	1.6363	1.4796	1.3443	1.9477	1.0789	0.9971	1.3382	1.8142	1.3684	1.5758	2.6229	2.3439	1.609	1.7126	0.3522	1.2007	0.8884	0.8817	0.677	1.2286	2.6197	2.077	1.4004	1.2885	1.7758	2.0055	1.577	1.6655	0.4654	0	2.4043	1.4365	1.5071	1.5104	2.1143	1.2877	0.9129	3.4539	1.656	1.6218	1.7305	1.6855	1.1917	1.2417	0.5168	2.4924	1.3424	0.2639	0.9487	0.5583	2.2304	0.5296	0.9803	1.3989	1.7132
hsa-let-7g-5p	12.8953	13.5091	13.4851	12.449	12.2697	13.605	13.4618	13.0669	12.6966	12.3689	12.6939	13.0057	13.0731	12.2199	13.2776	11.8554	12.7539	13.1258	12.7229	12.1098	13.8679	13.5595	12.3899	12.2548	13.4918	12.2409	13.7718	13.0393	12.5237	13.1637	13.8142	12.9516	11.3828	12.5171	13.3087	12.4308	12.8812	12.6681	12.1026	13.7261	13.0512	12.5065	12.5815	12.7303	13.3266	13.6265	12.894	12.1788	12.93	12.882	12.6554	13.8705	13.6267	13.377	12.9428	13.4408	12.429	11.715	13.357	12.8838	12.1162	12.8531	13.1339	12.9036	12.592	13.7832	13.055	12.7245	13.16	12.3889	12.8496	12.2971	12.429	12.3866	13.4667	14.066	12.374	12.962	12.7574	13.1484	14.1079	12.4535	12.6554	13.1952	13.1351	12.8444	12.7146	13.0491	13.2202	12.7036	13.6824	13.3032	12.3786	12.507	13.9533	12.6338	13.6049	11.7742	12.7373	12.2394	13.0265
hsa-let-7i-3p	5.8988	7.909	6.3304	5.9565	5.0232	8.1887	5.6619	7.5399	5.1403	6.7452	5.0094	5.9304	6.8654	5.2233	7.3458	6.7431	5.6477	4.6235	5.9952	5.5575	7.3152	5.8988	4.6742	6.8718	7.3191	5.7489	7.6165	6.9135	6.2343	5.0045	6.768	6.71	3.9	7.0194	6.7097	7.3371	5.6688	6.2628	4.8249	5.2993	7.3298	5.5643	5.6317	5.3697	5.1684	7.98	5.7864	6.4406	5.3581	6.088	6.2462	3.869	7.8278	5.1039	6.1497	4.5597	6.2811	5.9716	5.0471	5.6825	5.7349	5.8797	4.7527	5.6071	4.9136	6.2267	6.5566	5.9581	5.6754	7.7255	4.8996	5.5679	5.1663	5.3255	4.5047	6.1593	5.5093	6.0032	6.112	6.2482	7.9385	5.4674	6.1623	6.6009	7.5966	5.596	6.6134	6.7615	6.1032	5.3667	7.1395	6.5535	5.0148	6.0669	6.9917	5.0906	6.6326	3.9041	5.7685	5.3224	6.2024
hsa-let-7i-5p	11.8846	14.1318	12.8124	12.6247	11.4537	13.3921	12.3096	13.3745	12.2038	11.845	11.4907	12.4308	13.0319	12.0021	13.3059	12.5064	12.4253	11.7376	12.1511	11.9865	12.8867	13.1107	11.964	12.6193	13.0365	12.4536	13.086	13.427	12.8132	12.3918	13.54	12.5258	11.2481	12.1329	12.6381	12.5326	12.1443	12.5705	10.7678	13.0917	13.2075	12.2103	12.5948	11.9858	12.5655	13.2922	12.5475	12.0987	12.707	12.6842	12.606	12.1624	13.1993	12.0625	12.4414	11.9371	12.2778	11.6998	12.4388	11.3835	11.8522	12.1033	11.7286	12.692	12.1687	12.6676	12.8523	13.0475	12.3853	12.7303	11.6834	12.1485	12.2517	12.1069	11.9911	12.8499	11.7883	12.3882	12.1932	12.4188	13.1287	12.1455	12.8623	12.7095	13.0112	12.3665	12.7785	12.8567	11.4951	12.538	12.9065	12.6617	12.3716	12.1855	12.6939	11.9928	13.8587	10.7772	12.0471	12.1639	12.1631
hsa-miR-1-3p	0	0	0.7701	0	0	0	0.9982	0	0	0.7105	0	0.3092	0	0	4.8311	0.3456	0	1.1005	0.2206	0	0	0	0	0.2477	0	1.6573	0	0	0	0	0	0	0	0	0.774	0	0.6105	0	0.3701	0	0	1.1194	0	0	0.3097	0	0	0	0	0	0.8005	0	0.819	0.2238	0	0.6729	0.5549	0.539	0.2466	0	0.3522	0	0.2783	0.3571	0	0.7413	0.2216	2.077	0.2415	0.6573	0	0	0	0	0.4654	0	0	0	0	0	0	0.2701	0	0	0	0.5013	0	0	0.4017	0.7505	0	0	0	0.68	0.3016	0	0	0.5296	0.4052	0.348	0
hsa-miR-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-100-3p	0.3812	0	0.3047	1.1062	1.2332	0.9347	0.9982	1.9197	0.3597	1.6904	1.3731	0.5636	2.0392	0.5377	0.9533	1.8903	1.7494	0.4662	0.4119	1.0453	0.4424	1.7632	1.7752	1.4252	0.5795	2.0811	1.0632	1.8567	2.283	0.7851	2.3026	0.2699	0.4505	0.2896	0	0.8095	0	0.998	1.5365	0	1.0369	1.4641	1.3145	1.0846	0.7811	0	1.9035	1.1326	1.0187	0.8313	1.8463	0	0.819	0.8789	1.1286	1.13	2.2004	1.567	0.6408	0.5908	0.8714	0.6383	0.7122	0.3571	1.2613	1.0055	0.9972	1.8381	1.0657	1.4496	1.2955	0.3802	0	0.6258	0.4654	0.5321	0.9218	1.5609	1.3262	0.3382	0.502	1.0212	3.2969	0	0	0.8726	0.5496	1.6855	0.7156	1.899	0	0.8247	0.9422	1.4888	0.551	0.3951	2.9349	0.7358	0.7212	0.8627	1.5821
hsa-miR-100-5p	8.1063	8.1299	10.4885	11.3884	9.7916	7.941	8.2289	11.0648	9.2308	9.3753	9.7171	9.2716	9.0604	9.4171	9.5285	10.4231	10.178	8.4275	9.7154	9.608	8.286	9.8044	11.1101	8.3877	10.2265	11.3279	9.658	9.6317	11.1767	9.4624	9.6109	11.0403	7.3489	9.9886	9.0671	8.9082	10.3348	10.4524	9.8422	8.0078	9.0515	10.3919	9.4511	9.2831	9.1584	8.3817	10.4693	9.9507	8.3835	9.726	11.4015	7.8375	9.6691	10.387	9.2686	9.8955	11.8807	8.4359	9.6152	8.7505	9.9768	9.265	9.2287	9.4385	10.3753	9.0815	12.1538	10.2952	10.6044	9.5957	9.6764	8.1194	8.7636	9.1175	8.4518	8.9336	10.564	10.7067	10.348	9.4737	9.2024	10.3651	12.0266	9.3605	9.3435	9.551	8.6464	9.4218	8.389	9.0945	9.1582	10.2286	10.4748	10.3413	9.9173	6.7286	10.0748	8.2434	10.7877	9.4489	9.5054
hsa-miR-101-3p	8.5109	9.1223	7.8891	8.6308	8.9353	9.2791	12.0373	9.7133	7.6322	10.7553	8.9587	8.6758	8.9634	7.2551	7.5203	8.2347	10.5209	8.3006	8.4913	8.6876	9.6161	9.5401	8.3948	8.3829	8.1	9.4483	8.2043	8.7249	8.0804	9.1726	9.2407	8.5221	8.5975	8.0482	8.4614	7.6471	9.4568	8.1908	11.2107	9.3455	8.7327	10.0198	8.7674	8.6049	8.7937	8.455	8.4008	9.8922	8.2849	8.5689	8.6005	9.0165	9.4642	8.7244	8.8583	7.5516	10.157	10.8994	6.9696	8.43	8.6427	7.9428	8.6259	8.7182	8.1549	9.2986	8.822	9.9016	7.9984	7.6362	9.094	7.7487	9.1505	8.3762	9.5351	9.1787	7.86	9.002	9.4699	9.0077	9.1195	8.5402	7.9346	8.3375	8.5888	9.203	8.8222	8.7215	7.7791	8.9977	8.7147	8.2169	7.6375	9.2186	8.3736	8.1531	8.518	8.2706	8.6458	8.6551	9.9942
hsa-miR-101-5p	1.4928	2.2811	0.9564	2.3319	1.7011	2.351	3.9967	1.9197	2.3918	2.6067	2.3149	1.8595	0	1.0903	1.9294	1.992	3.5101	1.5396	2.2126	2.4879	2.8991	2.6295	1.6416	1.6136	1.6891	2.3072	1.9384	2.2236	1.9446	2.7625	1.8086	2.3546	2.104	1.6886	0.774	2.252	2.3825	1.3195	1.675	1.1537	1.0369	3.2029	2.312	2.1251	1.6577	1.9617	2.1969	2.5286	1.6098	2.3664	2.4463	2.658	2.2693	2.23	1.1286	1.13	2.659	3.5876	1.2047	1.1797	1.6834	1.6898	1.9131	1.425	1.7635	2.0082	1.4988	3.4139	3.2575	2.1579	2.2865	0.6808	1.9172	1.0608	2.5728	2.9431	2.9632	2.363	2.7786	2.0599	1.9685	2.0317	1.8672	2.0778	0	2.5816	2.3711	2.7095	0.9732	1.899	2.286	2.6777	0.6909	2.8119	1.6289	1.8787	1.9834	1.3518	2.0851	2.0956	3.2111
hsa-miR-103a-2-5p	0	1.1098	1.1214	0	1.486	1.4972	1.4572	0	0.8872	1.3735	0.4829	0.5636	2.0392	1.9766	2.2465	1.6626	0.5582	0.8179	0.8688	1.0453	0.4424	2.3193	1.4943	1.4252	1.449	0.4426	1.2063	1.6311	1.0127	1.2907	1.6533	0.4972	0.4505	0.2896	2.186	0.8095	0.2334	0.5836	1.5365	0.8612	1.3661	1.4641	0	0.8801	0.3097	1.4084	1.0387	0	1.834	1.8471	0.8005	1.219	1.7192	1.3277	0.4808	1.37	0.7008	1.1427	1.3169	0.5908	1.0745	0.4552	0.5115	0	0.8467	1.4219	0.9972	0.7171	0.7898	1.9581	0.978	1.1415	0.482	0	1.0991	1.2253	1.6539	0.7919	0.7398	0.3382	1.169	1.1606	2.4367	0.3706	2.4067	0.5013	1.7305	2.1126	0.7156	0.7505	1.4452	0.4705	0.6909	0.2639	1.1128	0.211	1.9834	1.2207	0.9803	1.8985	1.0972
hsa-miR-103a-3p	11.9323	12.2169	11.8999	11.9257	12.0357	12.778	13.1431	11.9845	11.7753	11.9673	10.9669	12.8734	12.098	12.4463	12.1858	11.6865	10.7231	11.8494	11.5353	11.9158	12.6032	11.9411	11.1986	12.9555	12.9381	11.1533	12.337	11.8033	11.7212	12.1762	12.8772	11.8721	12.4428	11.1598	12.5481	12.0179	11.9908	12.2298	11.6766	12.5653	12.4845	11.116	11.5302	12.1922	13.2017	12.1683	11.2966	11.8335	11.9304	12.5833	11.8085	13.5108	13.0209	12.4811	11.8032	11.6763	11.2175	11.8932	12.6226	11.8069	12.2925	11.8078	12.0339	11.2699	11.7572	12.697	12.1248	11.1316	12.8244	12.1759	12.3396	11.7601	11.8192	11.9595	12.8697	13.6057	11.6785	11.9551	11.7888	11.5721	12.7342	11.4574	11.7935	11.9237	12.8461	11.6674	12.4361	12.859	13.066	12.3155	12.2803	12.7897	11.6376	11.3596	12.8938	11.8135	12.3262	11.6264	12.0994	11.4502	12.8767
hsa-miR-105-3p	0.3812	0	0.5561	0	0	0	3.5818	0	0	3.8444	0	0	2.7446	1.7041	0	1.5336	0	0	0	0	0	0	0	0	0	0	0.2844	1.6311	0	0	1.4792	0	0	0	0	4.0048	0	0	0	0	0	0	0	0	3.3016	0	2.914	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0148	0	0	0	0	0	0	0	0	1.1072	0	0	0	0	0	0	0	0	0	0	0	0	0.5275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7979	0	0	0	0
hsa-miR-105-5p	0.6824	0.471	4.3252	0	0	0	5.6259	1.9197	0	6.5336	0	0	5.2987	4.2867	0	5.6594	0	0	0	0	0	0	0.3817	0.459	0	0	0.7257	3.971	2.157	1.4896	2.8946	0.2699	0	1.0784	0.774	7.8931	0	0	0	0	2.7624	0	0	0.3564	8.2978	0	6.5085	0	0.5974	0.3332	0	0	0	0	0	0	0	0	0	0	6.0855	0.9468	0.2783	0	0	0	0.2216	1.1939	0	3.0879	0	2.0055	0.482	0.6258	0	0	0	0	0	0	0	0.2701	0.9129	0	2.4067	0	0	1.076	0.4017	0	0	0.4705	0	0	0	0	2.4413	0	0	0	0.3616
hsa-miR-106a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4927	0	0	0	0	0	0	0	0	0	0	0.4939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2238	0	0	0	0.3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0
